"location_id","address_1","address_2","city","state","zip","county","location_source_value","country_concept_id","country_source_value","latitude","longitude"
4315321,NULL,NULL,"4315321","43",NULL,NULL,"4315321",NULL,NULL,NULL,NULL
2209351,NULL,NULL,"2209351","22",NULL,NULL,"2209351",NULL,NULL,NULL,NULL
2104107,NULL,NULL,"2104107","21",NULL,NULL,"2104107",NULL,NULL,NULL,NULL
3148806,NULL,NULL,"3148806","31",NULL,NULL,"3148806",NULL,NULL,NULL,NULL
2205607,NULL,NULL,"2205607","22",NULL,NULL,"2205607",NULL,NULL,NULL,NULL
3514205,NULL,NULL,"3514205","35",NULL,NULL,"3514205",NULL,NULL,NULL,NULL
2109270,NULL,NULL,"2109270","21",NULL,NULL,"2109270",NULL,NULL,NULL,NULL
4202537,NULL,NULL,"4202537","42",NULL,NULL,"4202537",NULL,NULL,NULL,NULL
4213807,NULL,NULL,"4213807","42",NULL,NULL,"4213807",NULL,NULL,NULL,NULL
2209559,NULL,NULL,"2209559","22",NULL,NULL,"2209559",NULL,NULL,NULL,NULL
2609600,NULL,NULL,"2609600","26",NULL,NULL,"2609600",NULL,NULL,NULL,NULL
4113908,NULL,NULL,"4113908","41",NULL,NULL,"4113908",NULL,NULL,NULL,NULL
4321709,NULL,NULL,"4321709","43",NULL,NULL,"4321709",NULL,NULL,NULL,NULL
2923803,NULL,NULL,"2923803","29",NULL,NULL,"2923803",NULL,NULL,NULL,NULL
3531407,NULL,NULL,"3531407","35",NULL,NULL,"3531407",NULL,NULL,NULL,NULL
5103809,NULL,NULL,"5103809","51",NULL,NULL,"5103809",NULL,NULL,NULL,NULL
2709152,NULL,NULL,"2709152","27",NULL,NULL,"2709152",NULL,NULL,NULL,NULL
4110300,NULL,NULL,"4110300","41",NULL,NULL,"4110300",NULL,NULL,NULL,NULL
5214838,NULL,NULL,"5214838","52",NULL,NULL,"5214838",NULL,NULL,NULL,NULL
2107605,NULL,NULL,"2107605","21",NULL,NULL,"2107605",NULL,NULL,NULL,NULL
4120606,NULL,NULL,"4120606","41",NULL,NULL,"4120606",NULL,NULL,NULL,NULL
2405405,NULL,NULL,"2405405","24",NULL,NULL,"2405405",NULL,NULL,NULL,NULL
2101772,NULL,NULL,"2101772","21",NULL,NULL,"2101772",NULL,NULL,NULL,NULL
5219308,NULL,NULL,"5219308","52",NULL,NULL,"5219308",NULL,NULL,NULL,NULL
4211652,NULL,NULL,"4211652","42",NULL,NULL,"4211652",NULL,NULL,NULL,NULL
3139250,NULL,NULL,"3139250","31",NULL,NULL,"3139250",NULL,NULL,NULL,NULL
3545100,NULL,NULL,"3545100","35",NULL,NULL,"3545100",NULL,NULL,NULL,NULL
3150109,NULL,NULL,"3150109","31",NULL,NULL,"3150109",NULL,NULL,NULL,NULL
2916005,NULL,NULL,"2916005","29",NULL,NULL,"2916005",NULL,NULL,NULL,NULL
1505437,NULL,NULL,"1505437","15",NULL,NULL,"1505437",NULL,NULL,NULL,NULL
3536307,NULL,NULL,"3536307","35",NULL,NULL,"3536307",NULL,NULL,NULL,NULL
2906824,NULL,NULL,"2906824","29",NULL,NULL,"2906824",NULL,NULL,NULL,NULL
1702158,NULL,NULL,"1702158","17",NULL,NULL,"1702158",NULL,NULL,NULL,NULL
2602308,NULL,NULL,"2602308","26",NULL,NULL,"2602308",NULL,NULL,NULL,NULL
2405207,NULL,NULL,"2405207","24",NULL,NULL,"2405207",NULL,NULL,NULL,NULL
4121802,NULL,NULL,"4121802","41",NULL,NULL,"4121802",NULL,NULL,NULL,NULL
2409209,NULL,NULL,"2409209","24",NULL,NULL,"2409209",NULL,NULL,NULL,NULL
3517703,NULL,NULL,"3517703","35",NULL,NULL,"3517703",NULL,NULL,NULL,NULL
2919926,NULL,NULL,"2919926","29",NULL,NULL,"2919926",NULL,NULL,NULL,NULL
1303007,NULL,NULL,"1303007","13",NULL,NULL,"1303007",NULL,NULL,NULL,NULL
3530904,NULL,NULL,"3530904","35",NULL,NULL,"3530904",NULL,NULL,NULL,NULL
4116208,NULL,NULL,"4116208","41",NULL,NULL,"4116208",NULL,NULL,NULL,NULL
3203320,NULL,NULL,"3203320","32",NULL,NULL,"3203320",NULL,NULL,NULL,NULL
4210001,NULL,NULL,"4210001","42",NULL,NULL,"4210001",NULL,NULL,NULL,NULL
2105922,NULL,NULL,"2105922","21",NULL,NULL,"2105922",NULL,NULL,NULL,NULL
4303806,NULL,NULL,"4303806","43",NULL,NULL,"4303806",NULL,NULL,NULL,NULL
1301654,NULL,NULL,"1301654","13",NULL,NULL,"1301654",NULL,NULL,NULL,NULL
4211405,NULL,NULL,"4211405","42",NULL,NULL,"4211405",NULL,NULL,NULL,NULL
2902203,NULL,NULL,"2902203","29",NULL,NULL,"2902203",NULL,NULL,NULL,NULL
5214861,NULL,NULL,"5214861","52",NULL,NULL,"5214861",NULL,NULL,NULL,NULL
2104404,NULL,NULL,"2104404","21",NULL,NULL,"2104404",NULL,NULL,NULL,NULL
2107308,NULL,NULL,"2107308","21",NULL,NULL,"2107308",NULL,NULL,NULL,NULL
4318606,NULL,NULL,"4318606","43",NULL,NULL,"4318606",NULL,NULL,NULL,NULL
1703867,NULL,NULL,"1703867","17",NULL,NULL,"1703867",NULL,NULL,NULL,NULL
2203453,NULL,NULL,"2203453","22",NULL,NULL,"2203453",NULL,NULL,NULL,NULL
4101309,NULL,NULL,"4101309","41",NULL,NULL,"4101309",NULL,NULL,NULL,NULL
4205407,NULL,NULL,"4205407","42",NULL,NULL,"4205407",NULL,NULL,NULL,NULL
2502300,NULL,NULL,"2502300","25",NULL,NULL,"2502300",NULL,NULL,NULL,NULL
5221809,NULL,NULL,"5221809","52",NULL,NULL,"5221809",NULL,NULL,NULL,NULL
2806602,NULL,NULL,"2806602","28",NULL,NULL,"2806602",NULL,NULL,NULL,NULL
5107776,NULL,NULL,"5107776","51",NULL,NULL,"5107776",NULL,NULL,NULL,NULL
3110301,NULL,NULL,"3110301","31",NULL,NULL,"3110301",NULL,NULL,NULL,NULL
2804706,NULL,NULL,"2804706","28",NULL,NULL,"2804706",NULL,NULL,NULL,NULL
3517000,NULL,NULL,"3517000","35",NULL,NULL,"3517000",NULL,NULL,NULL,NULL
4302204,NULL,NULL,"4302204","43",NULL,NULL,"4302204",NULL,NULL,NULL,NULL
5212303,NULL,NULL,"5212303","52",NULL,NULL,"5212303",NULL,NULL,NULL,NULL
4117214,NULL,NULL,"4117214","41",NULL,NULL,"4117214",NULL,NULL,NULL,NULL
3162609,NULL,NULL,"3162609","31",NULL,NULL,"3162609",NULL,NULL,NULL,NULL
2313401,NULL,NULL,"2313401","23",NULL,NULL,"2313401",NULL,NULL,NULL,NULL
2702801,NULL,NULL,"2702801","27",NULL,NULL,"2702801",NULL,NULL,NULL,NULL
2503555,NULL,NULL,"2503555","25",NULL,NULL,"2503555",NULL,NULL,NULL,NULL
3162922,NULL,NULL,"3162922","31",NULL,NULL,"3162922",NULL,NULL,NULL,NULL
3107307,NULL,NULL,"3107307","31",NULL,NULL,"3107307",NULL,NULL,NULL,NULL
2929503,NULL,NULL,"2929503","29",NULL,NULL,"2929503",NULL,NULL,NULL,NULL
3160900,NULL,NULL,"3160900","31",NULL,NULL,"3160900",NULL,NULL,NULL,NULL
1501782,NULL,NULL,"1501782","15",NULL,NULL,"1501782",NULL,NULL,NULL,NULL
1709500,NULL,NULL,"1709500","17",NULL,NULL,"1709500",NULL,NULL,NULL,NULL
1702554,NULL,NULL,"1702554","17",NULL,NULL,"1702554",NULL,NULL,NULL,NULL
1100023,NULL,NULL,"1100023","11",NULL,NULL,"1100023",NULL,NULL,NULL,NULL
1507474,NULL,NULL,"1507474","15",NULL,NULL,"1507474",NULL,NULL,NULL,NULL
3508900,NULL,NULL,"3508900","35",NULL,NULL,"3508900",NULL,NULL,NULL,NULL
3114550,NULL,NULL,"3114550","31",NULL,NULL,"3114550",NULL,NULL,NULL,NULL
4213500,NULL,NULL,"4213500","42",NULL,NULL,"4213500",NULL,NULL,NULL,NULL
3100500,NULL,NULL,"3100500","31",NULL,NULL,"3100500",NULL,NULL,NULL,NULL
3122801,NULL,NULL,"3122801","31",NULL,NULL,"3122801",NULL,NULL,NULL,NULL
1501204,NULL,NULL,"1501204","15",NULL,NULL,"1501204",NULL,NULL,NULL,NULL
2921401,NULL,NULL,"2921401","29",NULL,NULL,"2921401",NULL,NULL,NULL,NULL
5107602,NULL,NULL,"5107602","51",NULL,NULL,"5107602",NULL,NULL,NULL,NULL
5103957,NULL,NULL,"5103957","51",NULL,NULL,"5103957",NULL,NULL,NULL,NULL
2901809,NULL,NULL,"2901809","29",NULL,NULL,"2901809",NULL,NULL,NULL,NULL
1501725,NULL,NULL,"1501725","15",NULL,NULL,"1501725",NULL,NULL,NULL,NULL
3556800,NULL,NULL,"3556800","35",NULL,NULL,"3556800",NULL,NULL,NULL,NULL
2300200,NULL,NULL,"2300200","23",NULL,NULL,"2300200",NULL,NULL,NULL,NULL
3170404,NULL,NULL,"3170404","31",NULL,NULL,"3170404",NULL,NULL,NULL,NULL
3532843,NULL,NULL,"3532843","35",NULL,NULL,"3532843",NULL,NULL,NULL,NULL
5003207,NULL,NULL,"5003207","50",NULL,NULL,"5003207",NULL,NULL,NULL,NULL
2300309,NULL,NULL,"2300309","23",NULL,NULL,"2300309",NULL,NULL,NULL,NULL
4303301,NULL,NULL,"4303301","43",NULL,NULL,"4303301",NULL,NULL,NULL,NULL
2201804,NULL,NULL,"2201804","22",NULL,NULL,"2201804",NULL,NULL,NULL,NULL
2922201,NULL,NULL,"2922201","29",NULL,NULL,"2922201",NULL,NULL,NULL,NULL
3135902,NULL,NULL,"3135902","31",NULL,NULL,"3135902",NULL,NULL,NULL,NULL
3160454,NULL,NULL,"3160454","31",NULL,NULL,"3160454",NULL,NULL,NULL,NULL
3543600,NULL,NULL,"3543600","35",NULL,NULL,"3543600",NULL,NULL,NULL,NULL
2901700,NULL,NULL,"2901700","29",NULL,NULL,"2901700",NULL,NULL,NULL,NULL
4200309,NULL,NULL,"4200309","42",NULL,NULL,"4200309",NULL,NULL,NULL,NULL
3535101,NULL,NULL,"3535101","35",NULL,NULL,"3535101",NULL,NULL,NULL,NULL
4306106,NULL,NULL,"4306106","43",NULL,NULL,"4306106",NULL,NULL,NULL,NULL
4114609,NULL,NULL,"4114609","41",NULL,NULL,"4114609",NULL,NULL,NULL,NULL
2208304,NULL,NULL,"2208304","22",NULL,NULL,"2208304",NULL,NULL,NULL,NULL
4315073,NULL,NULL,"4315073","43",NULL,NULL,"4315073",NULL,NULL,NULL,NULL
3123502,NULL,NULL,"3123502","31",NULL,NULL,"3123502",NULL,NULL,NULL,NULL
3553955,NULL,NULL,"3553955","35",NULL,NULL,"3553955",NULL,NULL,NULL,NULL
2513604,NULL,NULL,"2513604","25",NULL,NULL,"2513604",NULL,NULL,NULL,NULL
2308708,NULL,NULL,"2308708","23",NULL,NULL,"2308708",NULL,NULL,NULL,NULL
2708006,NULL,NULL,"2708006","27",NULL,NULL,"2708006",NULL,NULL,NULL,NULL
3544400,NULL,NULL,"3544400","35",NULL,NULL,"3544400",NULL,NULL,NULL,NULL
4124004,NULL,NULL,"4124004","41",NULL,NULL,"4124004",NULL,NULL,NULL,NULL
4322400,NULL,NULL,"4322400","43",NULL,NULL,"4322400",NULL,NULL,NULL,NULL
2921203,NULL,NULL,"2921203","29",NULL,NULL,"2921203",NULL,NULL,NULL,NULL
2302909,NULL,NULL,"2302909","23",NULL,NULL,"2302909",NULL,NULL,NULL,NULL
4318499,NULL,NULL,"4318499","43",NULL,NULL,"4318499",NULL,NULL,NULL,NULL
1506138,NULL,NULL,"1506138","15",NULL,NULL,"1506138",NULL,NULL,NULL,NULL
2512408,NULL,NULL,"2512408","25",NULL,NULL,"2512408",NULL,NULL,NULL,NULL
2905156,NULL,NULL,"2905156","29",NULL,NULL,"2905156",NULL,NULL,NULL,NULL
4213104,NULL,NULL,"4213104","42",NULL,NULL,"4213104",NULL,NULL,NULL,NULL
5213855,NULL,NULL,"5213855","52",NULL,NULL,"5213855",NULL,NULL,NULL,NULL
4120903,NULL,NULL,"4120903","41",NULL,NULL,"4120903",NULL,NULL,NULL,NULL
2922409,NULL,NULL,"2922409","29",NULL,NULL,"2922409",NULL,NULL,NULL,NULL
3300506,NULL,NULL,"3300506","33",NULL,NULL,"3300506",NULL,NULL,NULL,NULL
4312625,NULL,NULL,"4312625","43",NULL,NULL,"4312625",NULL,NULL,NULL,NULL
4323457,NULL,NULL,"4323457","43",NULL,NULL,"4323457",NULL,NULL,NULL,NULL
4101606,NULL,NULL,"4101606","41",NULL,NULL,"4101606",NULL,NULL,NULL,NULL
2512101,NULL,NULL,"2512101","25",NULL,NULL,"2512101",NULL,NULL,NULL,NULL
3555208,NULL,NULL,"3555208","35",NULL,NULL,"3555208",NULL,NULL,NULL,NULL
2703304,NULL,NULL,"2703304","27",NULL,NULL,"2703304",NULL,NULL,NULL,NULL
5107859,NULL,NULL,"5107859","51",NULL,NULL,"5107859",NULL,NULL,NULL,NULL
1703883,NULL,NULL,"1703883","17",NULL,NULL,"1703883",NULL,NULL,NULL,NULL
5002100,NULL,NULL,"5002100","50",NULL,NULL,"5002100",NULL,NULL,NULL,NULL
3306156,NULL,NULL,"3306156","33",NULL,NULL,"3306156",NULL,NULL,NULL,NULL
4321303,NULL,NULL,"4321303","43",NULL,NULL,"4321303",NULL,NULL,NULL,NULL
2613008,NULL,NULL,"2613008","26",NULL,NULL,"2613008",NULL,NULL,NULL,NULL
4107124,NULL,NULL,"4107124","41",NULL,NULL,"4107124",NULL,NULL,NULL,NULL
4128401,NULL,NULL,"4128401","41",NULL,NULL,"4128401",NULL,NULL,NULL,NULL
2313559,NULL,NULL,"2313559","23",NULL,NULL,"2313559",NULL,NULL,NULL,NULL
2918001,NULL,NULL,"2918001","29",NULL,NULL,"2918001",NULL,NULL,NULL,NULL
4318705,NULL,NULL,"4318705","43",NULL,NULL,"4318705",NULL,NULL,NULL,NULL
3128808,NULL,NULL,"3128808","31",NULL,NULL,"3128808",NULL,NULL,NULL,NULL
2203206,NULL,NULL,"2203206","22",NULL,NULL,"2203206",NULL,NULL,NULL,NULL
3545407,NULL,NULL,"3545407","35",NULL,NULL,"3545407",NULL,NULL,NULL,NULL
4200705,NULL,NULL,"4200705","42",NULL,NULL,"4200705",NULL,NULL,NULL,NULL
2929909,NULL,NULL,"2929909","29",NULL,NULL,"2929909",NULL,NULL,NULL,NULL
2516300,NULL,NULL,"2516300","25",NULL,NULL,"2516300",NULL,NULL,NULL,NULL
2100204,NULL,NULL,"2100204","21",NULL,NULL,"2100204",NULL,NULL,NULL,NULL
3556107,NULL,NULL,"3556107","35",NULL,NULL,"3556107",NULL,NULL,NULL,NULL
3504909,NULL,NULL,"3504909","35",NULL,NULL,"3504909",NULL,NULL,NULL,NULL
3515194,NULL,NULL,"3515194","35",NULL,NULL,"3515194",NULL,NULL,NULL,NULL
4210605,NULL,NULL,"4210605","42",NULL,NULL,"4210605",NULL,NULL,NULL,NULL
1503705,NULL,NULL,"1503705","15",NULL,NULL,"1503705",NULL,NULL,NULL,NULL
4124608,NULL,NULL,"4124608","41",NULL,NULL,"4124608",NULL,NULL,NULL,NULL
2410702,NULL,NULL,"2410702","24",NULL,NULL,"2410702",NULL,NULL,NULL,NULL
5200902,NULL,NULL,"5200902","52",NULL,NULL,"5200902",NULL,NULL,NULL,NULL
5207600,NULL,NULL,"5207600","52",NULL,NULL,"5207600",NULL,NULL,NULL,NULL
3205309,NULL,NULL,"3205309","32",NULL,NULL,"3205309",NULL,NULL,NULL,NULL
3143500,NULL,NULL,"3143500","31",NULL,NULL,"3143500",NULL,NULL,NULL,NULL
4213153,NULL,NULL,"4213153","42",NULL,NULL,"4213153",NULL,NULL,NULL,NULL
4304853,NULL,NULL,"4304853","43",NULL,NULL,"4304853",NULL,NULL,NULL,NULL
2312700,NULL,NULL,"2312700","23",NULL,NULL,"2312700",NULL,NULL,NULL,NULL
1502756,NULL,NULL,"1502756","15",NULL,NULL,"1502756",NULL,NULL,NULL,NULL
4206405,NULL,NULL,"4206405","42",NULL,NULL,"4206405",NULL,NULL,NULL,NULL
4127908,NULL,NULL,"4127908","41",NULL,NULL,"4127908",NULL,NULL,NULL,NULL
3138401,NULL,NULL,"3138401","31",NULL,NULL,"3138401",NULL,NULL,NULL,NULL
2930006,NULL,NULL,"2930006","29",NULL,NULL,"2930006",NULL,NULL,NULL,NULL
3162708,NULL,NULL,"3162708","31",NULL,NULL,"3162708",NULL,NULL,NULL,NULL
2109205,NULL,NULL,"2109205","21",NULL,NULL,"2109205",NULL,NULL,NULL,NULL
2921401,NULL,NULL,"2921401","29",NULL,NULL,"2921401",NULL,NULL,NULL,NULL
2911600,NULL,NULL,"2911600","29",NULL,NULL,"2911600",NULL,NULL,NULL,NULL
2602803,NULL,NULL,"2602803","26",NULL,NULL,"2602803",NULL,NULL,NULL,NULL
3136520,NULL,NULL,"3136520","31",NULL,NULL,"3136520",NULL,NULL,NULL,NULL
2605202,NULL,NULL,"2605202","26",NULL,NULL,"2605202",NULL,NULL,NULL,NULL
3538907,NULL,NULL,"3538907","35",NULL,NULL,"3538907",NULL,NULL,NULL,NULL
3147956,NULL,NULL,"3147956","31",NULL,NULL,"3147956",NULL,NULL,NULL,NULL
4321956,NULL,NULL,"4321956","43",NULL,NULL,"4321956",NULL,NULL,NULL,NULL
3200904,NULL,NULL,"3200904","32",NULL,NULL,"3200904",NULL,NULL,NULL,NULL
5000708,NULL,NULL,"5000708","50",NULL,NULL,"5000708",NULL,NULL,NULL,NULL
4300877,NULL,NULL,"4300877","43",NULL,NULL,"4300877",NULL,NULL,NULL,NULL
3505302,NULL,NULL,"3505302","35",NULL,NULL,"3505302",NULL,NULL,NULL,NULL
4320321,NULL,NULL,"4320321","43",NULL,NULL,"4320321",NULL,NULL,NULL,NULL
3135050,NULL,NULL,"3135050","31",NULL,NULL,"3135050",NULL,NULL,NULL,NULL
1600600,NULL,NULL,"1600600","16",NULL,NULL,"1600600",NULL,NULL,NULL,NULL
3503158,NULL,NULL,"3503158","35",NULL,NULL,"3503158",NULL,NULL,NULL,NULL
2204501,NULL,NULL,"2204501","22",NULL,NULL,"2204501",NULL,NULL,NULL,NULL
4116950,NULL,NULL,"4116950","41",NULL,NULL,"4116950",NULL,NULL,NULL,NULL
4116604,NULL,NULL,"4116604","41",NULL,NULL,"4116604",NULL,NULL,NULL,NULL
2512507,NULL,NULL,"2512507","25",NULL,NULL,"2512507",NULL,NULL,NULL,NULL
2928406,NULL,NULL,"2928406","29",NULL,NULL,"2928406",NULL,NULL,NULL,NULL
4315156,NULL,NULL,"4315156","43",NULL,NULL,"4315156",NULL,NULL,NULL,NULL
5204250,NULL,NULL,"5204250","52",NULL,NULL,"5204250",NULL,NULL,NULL,NULL
1100064,NULL,NULL,"1100064","11",NULL,NULL,"1100064",NULL,NULL,NULL,NULL
1506112,NULL,NULL,"1506112","15",NULL,NULL,"1506112",NULL,NULL,NULL,NULL
3538501,NULL,NULL,"3538501","35",NULL,NULL,"3538501",NULL,NULL,NULL,NULL
2512754,NULL,NULL,"2512754","25",NULL,NULL,"2512754",NULL,NULL,NULL,NULL
3204559,NULL,NULL,"3204559","32",NULL,NULL,"3204559",NULL,NULL,NULL,NULL
5001003,NULL,NULL,"5001003","50",NULL,NULL,"5001003",NULL,NULL,NULL,NULL
4308201,NULL,NULL,"4308201","43",NULL,NULL,"4308201",NULL,NULL,NULL,NULL
3148905,NULL,NULL,"3148905","31",NULL,NULL,"3148905",NULL,NULL,NULL,NULL
3523503,NULL,NULL,"3523503","35",NULL,NULL,"3523503",NULL,NULL,NULL,NULL
4205159,NULL,NULL,"4205159","42",NULL,NULL,"4205159",NULL,NULL,NULL,NULL
3535309,NULL,NULL,"3535309","35",NULL,NULL,"3535309",NULL,NULL,NULL,NULL
3131505,NULL,NULL,"3131505","31",NULL,NULL,"3131505",NULL,NULL,NULL,NULL
5218508,NULL,NULL,"5218508","52",NULL,NULL,"5218508",NULL,NULL,NULL,NULL
4104006,NULL,NULL,"4104006","41",NULL,NULL,"4104006",NULL,NULL,NULL,NULL
